true/pred,Mandarin,东北,东南,北京,西南,广东,河南
Mandarin,1979,0,0,0,0,0,0
东北,0,150,0,92,0,0,0
东南,0,2,257,3,0,18,0
北京,2,25,12,222,2,9,7
西南,0,0,0,0,960,79,68
广东,0,0,0,0,77,346,15
河南,0,2,0,0,119,39,1124
