true/pred,Mandarin,东北,东南,北京,西南,广东,河南
Mandarin,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
东北,0.000000,0.458678,0.000000,0.512397,0.024793,0.004132,0.000000
东南,0.003571,0.000000,0.267857,0.017857,0.157143,0.550000,0.003571
北京,0.007168,0.025090,0.010753,0.641577,0.143369,0.050179,0.121864
西南,0.000000,0.000903,0.000000,0.000000,0.900632,0.060524,0.037940
广东,0.000000,0.000000,0.000000,0.000000,0.123288,0.833333,0.043379
河南,0.000000,0.000000,0.000000,0.000000,0.098910,0.058411,0.842679
